Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,23,0,0,0,0,0,23,7,0,5
Bhaal,0,39,1,0,0,0,0,19,7,6,11
Dumb,4,28,0,0,1,0,0,1,0,0,0
