Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,3,0,0,0,0,0,3,4,0,3
Empty,3,50,0,0,0,0,0,0,0,0,17
Bhaal,0,5,0,0,0,0,0,5,2,0,1
