Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,0,37,0,0,0,0,40,37,24,40,63
Bhaal,0,37,0,0,0,0,40,37,24,40,63
Bhaal,0,37,0,0,0,0,40,37,24,40,63
Bhaal,0,37,0,0,0,0,40,37,24,40,63
