Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,92,0,1,0,0,0,23,17,1,20
Bhaal,2,105,0,1,0,0,0,36,16,11,21
Dumb,4,30,0,0,1,0,0,3,1,0,5
