Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,3,65,0,1,0,0,0,6,7,0,61
Bhaal,1,135,1,2,0,0,0,27,6,2,3
Dumb,4,41,0,0,0,1,0,1,0,0,0
