Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,0,135,0,3,0,0,0,108,56,28,64
Bhaal,0,135,0,3,0,0,0,108,56,28,64
Bhaal,0,135,0,3,0,0,0,108,56,28,64
Bhaal,0,135,0,3,0,0,0,108,56,28,64
