Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,2,359,0,4,0,2,0,133,56,16,69
Bhaal,2,359,0,4,0,2,0,133,56,16,69
Bhaal,2,359,0,4,0,2,0,133,56,16,69
Bhaal,2,359,0,4,0,2,0,133,56,16,69
