Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,3,55,0,0,0,0,0,5,2,0,7
Bhaal,1,152,2,0,0,0,0,42,12,6,11
Dumb,2,61,0,0,1,0,0,14,11,0,9
