Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,25,0,1,0,0,0,16,6,0,14
Empty,4,40,0,0,0,0,0,0,0,0,17
Bhaal,0,23,0,1,0,0,0,14,5,1,4
