Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Dumb,0,60,1,1,0,0,0,31,9,6,12
Bhaal,5,31,0,0,0,1,0,1,0,0,1
kitzkar,0,31,0,1,0,0,0,22,8,6,12
Bhaal,5,31,0,0,0,1,0,1,0,0,1
