Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,3,109,1,2,0,1,0,56,27,12,29
Bhaal,3,109,1,2,0,1,0,56,27,12,29
Bhaal,3,109,1,2,0,1,0,56,27,12,29
