Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,5,235,0,0,0,0,73,115,69,62,132
Bhaal,5,235,0,0,0,0,73,115,69,62,132
Bhaal,5,235,0,0,0,0,73,115,69,62,132
Bhaal,5,235,0,0,0,0,73,115,69,62,132
