Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,12,0,0,0,0,0,12,6,0,4
Empty,3,50,0,0,0,0,0,0,0,0,17
Bhaal,0,14,0,0,0,0,0,14,5,3,6
