Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,6,0,0,0,0,0,6,5,0,13
Bhaal,0,33,1,0,0,0,0,13,3,3,5
Dumb,4,40,0,0,0,0,0,0,0,0,0
