Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,0,0,0,0,0,0,0,0,0,0
Empty,0,0,0,0,0,0,0,0,0,0,1
Bhaal,0,0,0,0,0,0,0,0,0,0,0
