Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Empty,3,50,0,0,0,0,0,0,0,0,49
Bhaal,0,60,1,0,0,0,13,40,11,5,16
kitzkar,0,27,0,0,0,0,8,27,10,0,27
