Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Dumb,4,41,0,0,0,1,0,1,0,0,0
Bhaal,4,40,0,0,0,0,0,0,0,0,0
Empty,2,60,0,0,0,0,0,0,0,0,18
