Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,1,103,1,0,0,0,0,13,5,0,2
Empty,2,60,0,0,0,0,0,0,0,0,46
Bhaal,3,38,0,0,1,0,0,1,1,0,0
