Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,70,1,1,0,1,0,1,0,0,0
Bhaal,1,70,0,0,0,0,0,0,1,0,0
Dumb,4,41,0,0,0,0,0,1,0,0,0
