Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,1,105,1,1,0,0,0,6,4,0,8
Bhaal,4,40,0,0,0,0,0,0,1,0,0
Dumb,2,50,0,0,1,0,0,3,2,0,0
