Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,94,1,0,1,0,0,27,13,0,12
Bhaal,1,125,1,0,0,0,0,35,12,11,22
Dumb,4,41,0,0,0,1,0,1,0,0,0
