Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,61,1,0,0,1,0,1,0,0,0
Bhaal,1,74,0,0,0,0,0,4,2,1,3
Dumb,2,48,0,0,1,0,0,1,1,0,0
