Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,41,0,0,0,1,0,1,0,0,4
Bhaal,1,115,1,0,0,0,0,25,11,4,9
Dumb,2,53,0,0,1,0,0,6,8,1,2
