Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,3,61,0,1,0,0,0,2,9,0,86
Bhaal,3,99,0,1,0,0,0,40,9,0,0
Dumb,4,41,0,0,0,1,0,1,0,0,0
