Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,93,0,1,0,0,0,24,12,0,19
Empty,4,40,0,0,0,0,0,0,0,0,17
Bhaal,2,95,0,1,0,0,0,26,13,6,13
