Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,61,1,0,0,1,0,1,0,0,0
Bhaal,1,87,0,0,0,0,0,17,6,3,6
Dumb,2,51,0,0,1,0,0,4,2,0,0
