Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,31,0,1,0,0,0,22,10,0,19
Empty,4,40,0,0,0,0,0,0,0,0,17
Bhaal,0,33,0,1,0,0,0,24,12,4,10
