Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,85,0,1,0,1,0,16,9,0,11
Bhaal,1,126,1,1,0,0,0,27,9,7,15
Dumb,4,41,0,0,0,1,0,1,0,0,0
