Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Dumb,2,50,0,0,1,0,0,3,3,0,2
Bhaal,4,40,0,0,0,0,0,0,0,0,0
Empty,3,50,0,0,0,0,0,0,0,0,18
