Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,28,0,1,0,0,0,19,7,0,15
Empty,4,40,0,0,0,0,0,0,0,0,17
Bhaal,0,28,0,1,0,0,0,19,8,3,7
