Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
Bhaal,4,337,0,3,0,0,32,150,77,14,49
Bhaal,4,337,0,3,0,0,32,150,77,14,49
Bhaal,4,337,0,3,0,0,32,150,77,14,49
Bhaal,4,337,0,3,0,0,32,150,77,14,49
