Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,102,0,1,0,0,0,33,14,0,15
Bhaal,2,116,0,1,0,0,0,47,17,9,20
Dumb,3,49,0,1,1,0,0,3,2,0,1
