Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,95,0,0,0,0,0,35,15,0,8
Bhaal,2,129,1,1,0,0,0,40,17,11,20
Dumb,4,40,0,0,0,0,0,0,0,0,0
