Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,30,0,1,0,0,0,21,9,0,19
Empty,4,40,0,0,0,0,0,0,0,0,17
Bhaal,0,32,0,1,0,0,0,23,10,4,9
