Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,3,53,0,0,0,0,0,3,4,0,6
Bhaal,0,0,0,0,0,0,0,0,0,0,0
