Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,3,67,0,1,0,1,0,8,3,0,5
Bhaal,1,94,0,2,0,0,0,6,6,1,3
Dumb,4,28,0,0,1,0,0,1,0,0,0
