Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,43,0,0,0,0,0,3,6,0,12
Bhaal,1,110,1,0,0,0,0,20,6,1,3
Dumb,3,41,0,0,1,0,0,4,5,0,1
