Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,2,77,0,1,0,1,0,8,6,0,7
Bhaal,1,107,1,0,0,0,0,17,4,1,3
Dumb,4,41,0,0,0,1,0,1,0,0,0
