Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,4,41,0,0,0,1,0,1,0,0,4
Bhaal,2,65,0,0,0,1,0,5,2,0,0
Dumb,3,39,0,0,1,0,0,2,1,0,0
