Player,Place,Score,Kills,Kill Assists,Suicides,Suicides Assists,Walls Damaged,Bombs Placed,Explosions Dodged,Sit on Bomb,Stand in Place
kitzkar,0,14,0,1,0,0,0,5,6,0,27
Bhaal,0,30,0,1,0,0,0,21,4,2,3
Dumb,4,42,0,0,0,0,0,2,0,0,0
